current_tariff,arpu_segment,data_segment,call_segment,n_customers,arpu_sum,arpu_mean,arpu_vs_cell_mean
tariff_12,MID,LITE,HIGH,2,14028.834062132843,7014.417031066421,1.5960312791527502
tariff_12,MID,HEAVY,HIGH,15,88147.65110814464,5876.510073876309,1.3371166625285322
tariff_12,MID,LITE,MEDIUM,17,90644.8123001646,5332.047782362623,1.213231977069089
tariff_12,MID,HEAVY,MEDIUM,43,222508.52927911936,5174.61695997952,1.177410822479429
tariff_12,MID,NON_USER,LOW,6,28920.650650041436,4820.108441673573,1.0967474285813383
tariff_12,MID,LITE,LOW,114,488686.5492672884,4286.724116379723,0.9753833774836599
tariff_12,MID,HEAVY,LOW,145,570122.8794636343,3931.8819273354093,0.8946440615334568
tariff_13,HIGH,NON_USER,HIGH,25,201550.00613370418,8062.0002453481675,1.1204607935948678
tariff_13,HIGH,NON_USER,MEDIUM,45,357784.1469061503,7950.7588201366725,1.105000405132958
tariff_13,HIGH,HEAVY,HIGH,67,511301.4987656135,7631.365653218111,1.0606109843461202
tariff_13,HIGH,HEAVY,MEDIUM,74,551272.9487912094,7449.634443124451,1.0353538906118462
tariff_13,HIGH,LITE,HIGH,91,660828.6101294922,7261.852858565849,1.0092559128328904
tariff_13,HIGH,LITE,MEDIUM,121,830034.8852714861,6859.792440260216,0.9533773564376891
tariff_13,HIGH,NON_USER,LOW,12,77700.23608220225,6475.019673516854,0.8999014464328834
tariff_13,HIGH,HEAVY,LOW,28,180931.03281989662,6461.822600710593,0.8980673107073028
tariff_13,HIGH,LITE,LOW,53,341347.80888545595,6440.524695951999,0.8951073173382265
tariff_13,LOW,LITE,MEDIUM,5,24314.862441309917,4862.972488261983,1.6136595361325499
tariff_13,LOW,LITE,HIGH,1,3779.750634819544,3779.750634819544,1.254218622622615
tariff_13,LOW,LITE,LOW,111,357589.182726602,3221.524168708126,1.0689847019009697
tariff_13,LOW,NON_USER,MEDIUM,5,14357.266131934508,2871.4532263869014,0.9528221458176133
tariff_13,LOW,NON_USER,LOW,114,319732.58531781763,2804.671801033488,0.9306623486733416
tariff_13,LOW,NON_USER,HIGH,1,2485.953951218534,2485.953951218534,0.8249035563028395
tariff_13,LOW,HEAVY,LOW,14,34161.4821923522,2440.1058708823,0.8096899822539401
tariff_13,MID,HEAVY,HIGH,27,180000.4894438911,6666.6847942181885,1.3625147078645865
tariff_13,MID,HEAVY,MEDIUM,46,291138.31971693056,6329.093906889795,1.2935190130891394
tariff_13,MID,LITE,HIGH,76,445169.8665949189,5857.498244669985,1.1971358712767501
tariff_13,MID,LITE,MEDIUM,217,1197987.3725095561,5520.6791359887375,1.1282979100360975
tariff_13,MID,NON_USER,HIGH,40,219308.30574689427,5482.707643672356,1.1205374236237946
tariff_13,MID,NON_USER,MEDIUM,136,640133.7473957447,4706.8657896745935,0.961973464222914
tariff_13,MID,HEAVY,LOW,50,222052.36678002664,4441.047335600533,0.9076463789508094
tariff_13,MID,LITE,LOW,240,1030926.4294088808,4295.52678920367,0.8779053771062083
tariff_13,MID,NON_USER,LOW,190,773854.3405436066,4072.9175818084555,0.8324092529388999
tariff_14,HIGH,HEAVY,HIGH,175,1530615.2247076584,8746.372712615192,1.106865389169675
tariff_14,HIGH,LITE,MEDIUM,155,1274705.669790817,8223.907547037528,1.0407467102811547
tariff_14,HIGH,LITE,HIGH,56,454840.6384589098,8122.154258194818,1.0278696928757867
tariff_14,HIGH,HEAVY,MEDIUM,313,2514437.8083023406,8033.347630358916,1.0166310930687312
tariff_14,HIGH,HEAVY,LOW,144,1031501.0262244204,7163.201571002919,0.9065129231404851
tariff_14,HIGH,LITE,LOW,117,788461.9342539725,6738.990891059594,0.8528284833420118
tariff_14,HIGH,NON_USER,MEDIUM,3,14996.190796224479,4998.7302654081595,0.6325961289752623
tariff_14,LOW,LITE,LOW,169,548949.3318740637,3248.220898663099,1.0392675685093267
tariff_14,LOW,LITE,MEDIUM,5,15645.683393999887,3129.1366787999773,1.0011665983210265
tariff_14,LOW,NON_USER,LOW,38,106990.10279494186,2815.5290209195227,0.9008278965395474
tariff_14,LOW,HEAVY,LOW,17,47637.68878471028,2802.2169873358985,0.896568714296104
tariff_14,LOW,HEAVY,HIGH,1,2485.1406136267774,2485.1406136267774,0.7951201976413225
tariff_14,LOW,NON_USER,MEDIUM,1,280.355,280.355,0.08969952114074252
tariff_14,MID,NON_USER,HIGH,3,20030.948519878504,6676.982839959502,1.3676328423318511
tariff_14,MID,LITE,MEDIUM,95,575120.9753251672,6053.905003422812,1.2400090737822493
tariff_14,MID,HEAVY,HIGH,19,108952.13804690361,5734.32305510019,1.1745497519869774
tariff_14,MID,HEAVY,MEDIUM,67,364241.1375352012,5436.434888585092,1.1135339234858308
tariff_14,MID,LITE,HIGH,27,138604.16157745273,5133.487465831583,1.0514818177985257
tariff_14,MID,HEAVY,LOW,128,615541.7491763068,4808.919915439897,0.9850013052511007
tariff_14,MID,LITE,LOW,376,1710453.8144906238,4549.079293858042,0.9317786781506509
tariff_14,MID,NON_USER,MEDIUM,8,33773.7519745756,4221.71899682195,0.8647261329767015
tariff_14,MID,NON_USER,LOW,32,119301.3487096535,3728.1671471766717,0.763632909413376
tariff_15,HIGH,NON_USER,HIGH,2,16668.77772224998,8334.38886112499,1.2038525705787564
tariff_15,HIGH,LITE,HIGH,5,38211.97151384405,7642.39430276881,1.1038980997969419
tariff_15,HIGH,LITE,MEDIUM,7,42042.61738483268,6006.08819783324,0.8675434799796825
tariff_15,LOW,LITE,LOW,3,10478.670676210715,3492.8902254035715,1.1275946083781507
tariff_15,LOW,NON_USER,LOW,11,32888.38942882547,2989.853584438679,0.9652014704423225
tariff_15,MID,HEAVY,LOW,1,9615.634213913012,9615.634213913012,1.9126918671580022
tariff_15,MID,NON_USER,HIGH,9,57385.253587494626,6376.139287499403,1.268308411879971
tariff_15,MID,LITE,HIGH,15,88169.45666279834,5877.96377751989,1.1692139345779538
tariff_15,MID,LITE,MEDIUM,15,71659.82759240139,4777.321839493426,0.9502799738340842
tariff_15,MID,NON_USER,MEDIUM,15,67032.39948715376,4468.826632476917,0.8889157142968467
tariff_15,MID,NON_USER,LOW,14,60778.601832232474,4341.3287023023195,0.8635544902008239
tariff_15,MID,LITE,LOW,11,47541.086255842485,4321.916932349317,0.8596932020434054
tariff_16,HIGH,LITE,MEDIUM,1,4915.11303343544,4915.11303343544,1.2268660100393947
tariff_16,HIGH,LITE,LOW,1,3097.356124916441,3097.356124916441,0.7731339899606051
tariff_16,LOW,NON_USER,LOW,7,18689.722474227492,2669.96035346107,1.0168310390924682
tariff_16,LOW,LITE,LOW,1,2316.405394127404,2316.405394127404,0.8821827263527229
tariff_16,MID,HEAVY,MEDIUM,1,9478.240746185573,9478.240746185573,2.0077972739744405
tariff_16,MID,LITE,MEDIUM,1,9057.071678665889,9057.071678665889,1.9185800734102225
tariff_16,MID,HEAVY,HIGH,1,5284.782178716934,5284.782178716934,1.119487417139807
tariff_16,MID,NON_USER,LOW,2,7026.774592671249,3513.3872963356243,0.7442488141945517
tariff_16,MID,LITE,LOW,4,13368.601988327895,3342.1504970819738,0.7079753339198551
tariff_16,MID,HEAVY,LOW,1,2991.688965736726,2991.688965736726,0.6337362714070068
tariff_17,HIGH,LITE,HIGH,5,57077.5801247522,11415.51602495044,1.3227207489802495
tariff_17,HIGH,HEAVY,HIGH,6,58863.38608571881,9810.564347619802,1.1367543082099902
tariff_17,HIGH,LITE,MEDIUM,5,46653.582307159515,9330.716461431903,1.0811541273659708
tariff_17,HIGH,LITE,LOW,3,20927.134616294436,6975.711538764812,0.8082786946344126
tariff_17,HIGH,HEAVY,MEDIUM,7,47018.05367894091,6716.864811277273,0.7782860130504111
tariff_17,HIGH,HEAVY,LOW,1,2479.162233877764,2479.162233877764,0.2872615937528396
tariff_17,LOW,LITE,LOW,5,15416.665347511318,3083.3330695022637,1.0578785441860605
tariff_17,LOW,NON_USER,LOW,3,7900.439145799701,2633.479715266567,0.9035357596898993
tariff_17,MID,HEAVY,HIGH,1,5862.890817910009,5862.890817910009,1.1265538657705574
tariff_17,MID,HEAVY,MEDIUM,4,22906.668452545135,5726.667113136284,1.1003784949528668
tariff_17,MID,LITE,HIGH,3,16462.835266390102,5487.611755463367,1.0544440326400262
tariff_17,MID,HEAVY,LOW,6,31956.719462210192,5326.119910368366,1.023413391266587
tariff_17,MID,LITE,MEDIUM,4,20986.322897625298,5246.580724406324,1.0081299448902612
tariff_17,MID,LITE,LOW,13,64300.511166615994,4946.193166662769,0.9504105066616618
tariff_17,MID,NON_USER,LOW,1,4060.70133588157,4060.70133588157,0.7802633427357244
tariff_18,HIGH,LITE,HIGH,4,48481.51848163366,12120.379620408416,1.4825517148465657
tariff_18,HIGH,HEAVY,HIGH,6,54745.88398892048,9124.313998153413,1.1160762111760525
tariff_18,HIGH,LITE,LOW,2,16216.141017456037,8108.0705087280185,0.9917704076340255
tariff_18,HIGH,NON_USER,MEDIUM,1,8032.275874897457,8032.275874897457,0.9824992900716302
tariff_18,HIGH,LITE,MEDIUM,6,46664.850680725714,7777.475113454286,0.9513323367539539
tariff_18,HIGH,HEAVY,MEDIUM,12,84942.69927111157,7078.5582725926315,0.8658415853578624
tariff_18,HIGH,HEAVY,LOW,4,27053.89150802363,6763.472877005907,0.8273006808499171
tariff_18,LOW,NON_USER,LOW,16,51457.67991206876,3216.1049945042973,1.0173653502783788
tariff_18,LOW,LITE,LOW,3,8605.300293480199,2868.4334311600664,0.9073847985153128
tariff_18,MID,LITE,MEDIUM,2,14556.775414613323,7278.3877073066615,1.3513891459809135
tariff_18,MID,HEAVY,MEDIUM,2,11509.95265146554,5754.97632573277,1.0685350732504892
tariff_18,MID,LITE,LOW,6,31328.809133663184,5221.468188943864,0.9694778184926464
tariff_18,MID,NON_USER,LOW,1,4353.472252738182,4353.472252738182,0.8083157130765878
tariff_18,MID,HEAVY,LOW,2,8267.122078831451,4133.561039415726,0.7674844687523646
tariff_19,HIGH,LITE,HIGH,1,14651.175616078008,14651.175616078008,1.8642270240794934
tariff_19,HIGH,HEAVY,MEDIUM,8,80446.24300902175,10055.78037612772,1.2795053459610195
tariff_19,HIGH,LITE,MEDIUM,4,33768.30527120585,8442.076317801462,1.0741763817038934
tariff_19,HIGH,HEAVY,LOW,3,22470.89249862826,7490.297499542753,0.9530713017813511
tariff_19,HIGH,HEAVY,HIGH,15,97896.09145929472,6526.406097286314,0.8304250072142161
tariff_19,HIGH,LITE,LOW,2,10118.105692371722,5059.052846185861,0.6437178339297399
tariff_19,LOW,NON_USER,LOW,8,23301.45754305297,2912.682192881621,1.0009597890285025
tariff_19,LOW,LITE,LOW,6,17436.99283957429,2906.1654732623815,0.9987202812953301
tariff_19,MID,LITE,HIGH,1,8855.315932297355,8855.315932297355,1.9307345797817024
tariff_19,MID,LITE,MEDIUM,4,25045.20956610743,6261.302391526858,1.3651588643720498
tariff_19,MID,HEAVY,HIGH,1,5802.953053126734,5802.953053126734,1.2652244380867528
tariff_19,MID,HEAVY,LOW,3,14651.41425079439,4883.804750264797,1.064821490766633
tariff_19,MID,NON_USER,LOW,2,8152.0227211660895,4076.0113605830447,0.8886973815082277
tariff_19,MID,LITE,LOW,13,52071.93273969436,4005.533287668797,0.8733309673077339
tariff_19,MID,NON_USER,MEDIUM,2,4670.175735629163,2335.0878678145814,0.5091218571632264
tariff_2,HIGH,HEAVY,MEDIUM,2,11556.174899996964,5778.087449998482,1.0990858305517142
tariff_2,HIGH,LITE,MEDIUM,3,16465.328866398715,5488.442955466238,1.0439907558245591
tariff_2,HIGH,HEAVY,LOW,1,4949.585618522626,4949.585618522626,0.9414913615442405
tariff_2,HIGH,LITE,HIGH,1,3829.1413392701456,3829.1413392701456,0.7283647098786531
tariff_2,LOW,NON_USER,LOW,8,21715.670718713147,2714.4588398391434,1.0199880865121114
tariff_2,LOW,LITE,LOW,1,2235.7164412016937,2235.7164412016937,0.8400953079031096
tariff_2,MID,LITE,HIGH,1,7417.4585161841105,7417.4585161841105,1.609114601924382
tariff_2,MID,NON_USER,HIGH,1,5272.681274042542,5272.681274042542,1.1438349686544464
tariff_2,MID,LITE,MEDIUM,3,14785.489885970252,4928.4966286567505,1.0691688903150747
tariff_2,MID,NON_USER,MEDIUM,3,14329.527014445655,4776.509004815219,1.036197286321391
tariff_2,MID,HEAVY,MEDIUM,2,9395.234412896622,4697.617206448311,1.0190828064160051
tariff_2,MID,LITE,LOW,8,35584.64112448011,4448.080140560014,0.9649492058618369
tariff_2,MID,NON_USER,LOW,2,5408.00992464502,2704.00496232251,0.5865963198925346
tariff_20,HIGH,HEAVY,MEDIUM,10,81702.59189109392,8170.2591891093925,1.0806817778047315
tariff_20,HIGH,LITE,LOW,6,48944.82289750465,8157.470482917442,1.0789902131403248
tariff_20,HIGH,LITE,MEDIUM,9,70040.53573689387,7782.281748543764,1.0293639260066543
tariff_20,HIGH,HEAVY,LOW,2,13974.766109869917,6987.383054934959,0.924222520636201
tariff_20,HIGH,HEAVY,HIGH,9,60748.31933723169,6749.81325969241,0.8927991174450705
tariff_20,HIGH,NON_USER,HIGH,1,6502.786297943192,6502.786297943192,0.8601248129940331
tariff_20,HIGH,NON_USER,MEDIUM,1,5376.900644063225,5376.900644063225,0.7112036977787793
tariff_20,LOW,LITE,LOW,4,15207.65487189724,3801.91371797431,1.040224085135206
tariff_20,LOW,NON_USER,LOW,1,3066.8389237359665,3066.8389237359665,0.8391036594591761
tariff_20,MID,LITE,HIGH,1,6834.156451834479,6834.156451834479,1.188347902180068
tariff_20,MID,HEAVY,MEDIUM,1,6673.267215306629,6673.267215306629,1.1603718984027616
tariff_20,MID,LITE,LOW,3,18600.845210560976,6200.281736853659,1.0781274685243167
tariff_20,MID,HEAVY,LOW,1,4949.250470018757,4949.250470018757,0.8605936160316852
tariff_20,MID,HEAVY,HIGH,1,3199.290190192068,3199.290190192068,0.5563041778125355
tariff_21,HIGH,HEAVY,MEDIUM,1,10804.267818714254,10804.267818714254,1.3483818589602412
tariff_21,HIGH,HEAVY,HIGH,1,8507.609769043478,8507.609769043478,1.0617569712425274
tariff_21,HIGH,HEAVY,LOW,2,15590.52116662707,7795.260583313535,0.9728551839673523
tariff_21,HIGH,LITE,LOW,1,5161.429407192503,5161.429407192503,0.6441508018625272
tariff_21,LOW,LITE,MEDIUM,1,6114.468960087595,6114.468960087595,1.3022824652972342
tariff_21,LOW,LITE,LOW,8,39174.09003981063,4896.761254976329,1.042930524421404
tariff_21,LOW,NON_USER,LOW,2,9147.523350224623,4573.761675112311,0.974136865985814
tariff_21,LOW,HEAVY,LOW,1,1906.2469649726063,1906.2469649726063,0.405999607359906
tariff_21,MID,LITE,LOW,3,19749.274588850472,6583.091529616824,1.497692096820681
tariff_21,MID,LITE,MEDIUM,1,5155.332655202863,5155.332655202863,1.1728685435167145
tariff_21,MID,NON_USER,LOW,1,4143.040962961461,4143.040962961461,0.94256622122234
tariff_21,MID,HEAVY,LOW,6,23861.682066507365,3976.947011084561,0.9047788688915078
tariff_21,MID,HEAVY,MEDIUM,2,4232.047494771719,2116.0237473858597,0.48140786572492744
tariff_3,HIGH,HEAVY,MEDIUM,9,65930.55680597085,7325.61742288565,1.0985395428931959
tariff_3,HIGH,HEAVY,HIGH,5,36424.32596801157,7284.865193602314,1.0924283944746427
tariff_3,HIGH,LITE,MEDIUM,7,42900.55327029942,6128.650467185631,0.9190440196537366
tariff_3,HIGH,HEAVY,LOW,6,34794.22324881342,5799.03720813557,0.8696156673353108
tariff_3,LOW,HEAVY,HIGH,1,3724.274184166416,3724.274184166416,1.299075476632842
tariff_3,LOW,NON_USER,LOW,30,89149.60105722642,2971.653368574214,1.0365515064869453
tariff_3,LOW,HEAVY,LOW,6,17052.116815631103,2842.0194692718505,0.9913335093158576
tariff_3,LOW,LITE,LOW,18,49685.885178557655,2760.326954364314,0.9628380931641608
tariff_3,LOW,HEAVY,MEDIUM,1,932.57,932.57,0.3252925959087645
tariff_3,MID,HEAVY,MEDIUM,13,67336.4705774285,5179.728505956038,1.2733159197017727
tariff_3,MID,HEAVY,HIGH,1,5161.429407192503,5161.429407192503,1.2688175113884776
tariff_3,MID,LITE,LOW,36,152159.1053205312,4226.6418144592,1.0390216983457015
tariff_3,MID,LITE,MEDIUM,7,29115.772705555868,4159.396100793695,1.0224909018679447
tariff_3,MID,LITE,HIGH,3,10968.612568322249,3656.20418944075,0.8987928604254023
tariff_3,MID,,LOW,1,3626.683752392018,3626.683752392018,0.8915359467845654
tariff_3,MID,HEAVY,LOW,19,66171.01959349091,3482.6852417626797,0.85613725826511
tariff_3,MID,NON_USER,LOW,5,13974.722824177747,2794.9445648355495,0.6870721901730603
tariff_3,MID,NON_USER,MEDIUM,2,5393.9394059724455,2696.9697029862227,0.6629873465022232
tariff_4,HIGH,NON_USER,HIGH,8,84655.7640903776,10581.9705112972,1.412347844358925
tariff_4,HIGH,LITE,HIGH,160,1324422.069329986,8277.637933312413,1.1047946201528691
tariff_4,HIGH,HEAVY,HIGH,410,3208917.1701153647,7826.627244183816,1.0445994066155069
tariff_4,HIGH,HEAVY,MEDIUM,589,4455061.538161829,7563.771711649964,1.0095167682396327
tariff_4,HIGH,LITE,MEDIUM,376,2842492.604220471,7559.820755905507,1.0089894445409997
tariff_4,HIGH,LITE,LOW,262,1856491.2833284396,7085.84459285664,0.9457290894450451
tariff_4,HIGH,HEAVY,LOW,298,1991383.1542644436,6682.493806256522,0.891894918071483
tariff_4,HIGH,NON_USER,MEDIUM,4,26502.786600323943,6625.696650080986,0.8843143506332544
tariff_4,HIGH,NON_USER,LOW,1,4195.401597004644,4195.401597004644,0.559949245315288
tariff_4,LOW,HEAVY,MEDIUM,1,4756.3448140174405,4756.3448140174405,1.6583583975764282
tariff_4,LOW,LITE,LOW,194,577495.4406257694,2976.7806217823168,1.0378913503762188
tariff_4,LOW,NON_USER,LOW,47,132110.83218819782,2810.8687699616557,0.980044132926092
tariff_4,LOW,HEAVY,LOW,52,132012.14901621747,2538.6951733887977,0.8851474450020018
tariff_4,LOW,LITE,MEDIUM,5,11188.412382466831,2237.6824764933663,0.7801956483613313
tariff_4,MID,NON_USER,HIGH,6,36733.68621841849,6122.281036403081,1.2861896975744633
tariff_4,MID,HEAVY,MEDIUM,126,741089.0150715163,5881.6588497739385,1.2356389672812864
tariff_4,MID,LITE,HIGH,52,303971.70044581284,5845.609623957939,1.2280656228734783
tariff_4,MID,HEAVY,HIGH,49,268604.4335725973,5481.723134134639,1.1516191070218904
tariff_4,MID,LITE,MEDIUM,187,996251.3668430952,5327.547416273236,1.1192293459589147
tariff_4,MID,NON_USER,MEDIUM,14,70582.06000020065,5041.5757143000465,1.0591514346887965
tariff_4,MID,HEAVY,LOW,209,988210.1659548009,4728.278306003832,0.9933328457623208
tariff_4,MID,LITE,LOW,543,2286283.320654009,4210.466520541453,0.8845491784030002
tariff_4,MID,NON_USER,LOW,41,148811.49534360258,3629.548666917136,0.7625079728415451
tariff_5,HIGH,LITE,HIGH,7,52243.17989617697,7463.311413739567,1.0991472685164574
tariff_5,HIGH,LITE,LOW,20,149069.796667463,7453.48983337315,1.0977008109544175
tariff_5,HIGH,HEAVY,HIGH,18,129382.90542422084,7187.9391902344905,1.0585922641073289
tariff_5,HIGH,LITE,MEDIUM,12,84588.374562941,7049.031213578416,1.0381348137005837
tariff_5,HIGH,HEAVY,MEDIUM,29,185694.73706784248,6403.266795442844,0.943030890394885
tariff_5,HIGH,HEAVY,LOW,21,130582.17206770316,6218.198669890627,0.9157752777836116
tariff_5,HIGH,NON_USER,HIGH,1,5846.886419450528,5846.886419450528,0.8610908591371388
tariff_5,HIGH,,LOW,1,2712.009508522765,2712.009508522765,0.3994068689128769
tariff_5,LOW,LITE,LOW,22,68621.43021523983,3119.1559188745377,1.0385095319554174
tariff_5,LOW,NON_USER,LOW,19,57068.48743922292,3003.604602064364,1.0000372185929405
tariff_5,LOW,,LOW,2,5865.456262201973,2932.7281311009865,0.9764392027831418
tariff_5,LOW,HEAVY,LOW,1,598.3100000000001,598.3100000000001,0.1992047381486602
tariff_5,MID,NON_USER,MEDIUM,1,8765.586890968007,8765.586890968007,2.168634342804533
tariff_5,MID,LITE,HIGH,1,4806.162938141744,4806.162938141744,1.189060143309755
tariff_5,MID,NON_USER,LOW,7,32763.811829238228,4680.544547034033,1.1579817499936456
tariff_5,MID,LITE,MEDIUM,7,31899.456175058447,4557.065167865492,1.1274325550995765
tariff_5,MID,HEAVY,MEDIUM,8,32508.122094777238,4063.5152618471548,1.005326723579935
tariff_5,MID,NON_USER,HIGH,1,3898.61,3898.61,0.964528632294182
tariff_5,MID,LITE,LOW,45,175368.38510951764,3897.0752246559473,0.9641489239459557
tariff_5,MID,HEAVY,LOW,20,75147.36007332524,3757.3680036662618,0.9295849088783285
tariff_5,MID,HEAVY,HIGH,1,2663.115,2663.115,0.6588632021649049
tariff_6,HIGH,NON_USER,HIGH,2,23610.970808073052,11805.485404036526,1.8312959799773787
