current_tariff,arpu_segment,target_tariff,rank_in_cell,source,n_history,n_customers,arpu_mean,pct_prior,pct_sd_total,conv_prior,p_positive,base_prior,base_sd,ratio_sms,ratio_sd_sms,ev_contact_sms,best_channel_prior,best_ev_contact_prior,prior_value_sms,ei_contact_sms,explore_score
tariff_13,MID,tariff_14,2,unseen_target,0,1022,4892.926847495548,0.4962474953149915,0.34064479711723844,0.09221311475409837,0.9274126436467305,0.06301809256172208,0.08431495624132038,0.040961760165119356,0.05480472155685825,196.42289603258615,digital_ads,240.09147942722802,200744.19974530305,232.67217625699305,237790.9641346469
tariff_4,LOW,tariff_9,1,history_sparse,17,299,2868.1042776811673,1.893665060502057,0.36561337539546634,0.19372392577025122,0.9999998887113064,0.41569350389788257,0.2681885536522894,0.27020077753362365,0.17432255987398812,770.9640058769635,call,1270.702780080548,230518.23775721207,784.2695912829009,234496.60779358738
tariff_4,MID,tariff_14,2,unseen_target,0,1227,4760.014053874534,0.3936321385425575,0.34259514047163203,0.09221311475409837,0.8747161854571592,0.04998704633501073,0.07635201377759632,0.03249158011775698,0.04962880895543761,150.66037799311357,digital_ads,180.24818660637925,184860.28379755036,188.11591323299797,230818.2255368885
tariff_13,MID,tariff_19,3,unseen_target,0,1022,4892.926847495548,0.4634105811478127,0.34126684537378904,0.09221311475409837,0.9127543054241711,0.05884815776917445,0.08164812374131221,0.0382513025499634,0.05307128043185294,183.16082519839085,digital_ads,222.74877141328025,187190.36335275546,219.92791613367015,224766.3302886109
tariff_14,LOW,tariff_9,1,history,21,231,3125.4904868456388,1.1568651629833036,0.3434807536865893,0.3592843271183775,0.9996215098984984,0.47098581358398034,0.31805650504964283,0.30614077882958723,0.20673672828226786,952.8400918673897,call,1606.4740157551805,220106.061221367,972.8990503292052,224739.6806260464
tariff_4,MID,tariff_19,3,unseen_target,0,1227,4760.014053874534,0.3607952243753787,0.3432232295309335,0.09221311475409837,0.8534159363940517,0.0458171115424631,0.07405850628204462,0.02978112250260102,0.048138029083329,137.75856165253998,digital_ads,163.37658062255224,169029.75514766655,176.3322193880905,216359.63318918704
tariff_12,MID,tariff_8,1,history,78,342,4394.912006229608,0.3478531280714787,0.17802281598598918,0.5312305586699203,0.974648243998642,0.20939474237166192,0.16605347416532357,0.13610658254158026,0.10793475820746032,594.1764537388722,call,944.3257607486871,203208.34717869427,618.044240714,211371.130324188
tariff_10,MID,tariff_11,1,history,86,645,4656.899453139401,0.38399607607285896,0.17597915409914144,0.24092875267456365,0.9854472385650579,0.10483401739904949,0.07886047416046801,0.06814211130938218,0.05125930820430421,313.33096089242605,call,425.84177395524796,202098.4697756148,323.91090497235984,208922.5337071721
tariff_11,LOW,tariff_8,1,history_sparse,16,387,2758.7539952296897,1.108361252948918,0.3728421920089306,0.22542305038028485,0.9985242070050382,0.28311733880460743,0.2048175880861878,0.18402627022299486,0.1331314322560221,503.68320820490555,call,777.26130745521,194925.40157529846,518.021663327759,200474.38370784273
tariff_10,HIGH,tariff_8,1,history,324,2950,8200.215742682512,-0.15077491357592762,0.15257309549536083,0.45934394891818003,0.16152385501196187,-0.07847907907316982,0.09935147974453466,-0.051011401397560385,0.06457846183394754,-422.3044967965714,push,-321.77268984351645,-1245798.2655498856,63.94128709738993,188626.7969373003
tariff_4,HIGH,tariff_14,1,unseen_target,0,2108,7492.467633637685,-0.10766971951518879,0.3461866813634609,0.09221311475409837,0.3778940944586101,-0.013672895912947581,0.061909939123612145,-0.008887382343415929,0.040241460430347896,-70.58842455580688,push,-51.22186504292837,-148800.3989636409,88.27150284528976,186076.3279978708
tariff_10,MID,tariff_8,2,history,138,645,4656.899453139401,0.19809291435746385,0.16778451193231328,0.3801852225363395,0.8811268897188869,0.08533967485585038,0.09403368913049563,0.055470788656302755,0.061121897934822166,254.32188535874758,call,316.90194220076467,164037.6160563922,283.2510901393012,182696.95313984927
tariff_10,LOW,tariff_9,1,history_sparse,8,370,2627.658292502123,1.5080113051327266,0.4506131691475855,0.16406566626919347,0.999590919046386,0.28035552169471784,0.20849327282971117,0.1822310891015666,0.13552062733931228,474.84103242942473,call,724.0142137158609,175691.18199888716,489.9345022764648,181275.76584229196
tariff_4,HIGH,tariff_19,2,unseen_target,0,2108,7492.467633637685,-0.11882998590058291,0.3272793477916633,0.09221311475409837,0.3582709641325018,-0.015090129665718113,0.05899114879895553,-0.009808584282716774,0.038344246719321094,-77.49050027006274,push,-56.53115405389441,-163349.97456929224,80.01218373887933,168665.68332155762
tariff_12,LOW,tariff_8,1,history_sparse,6,363,2803.0359624000153,1.1130301800049234,0.4817473212241561,0.1814994748205041,0.9895670575628236,0.2289122970727932,0.1972654684732615,0.14879299309731558,0.12822255450762,413.07211060491284,call,609.979281116762,149945.17614958336,435.4244554684847,158059.07733505996
tariff_10,HIGH,tariff_14,2,unseen_target,0,2950,8200.215742682512,-0.17044621793303075,0.24824933294522702,0.09221311475409837,0.24616966653930566,-0.021644835772281823,0.04800802983653243,-0.014069143251983187,0.03120521939374608,-119.37000998096796,push,-88.7461615238215,-352141.5294438555,53.31056191298803,157266.15764331468
tariff_4,HIGH,tariff_20,3,unseen_target,0,2108,7492.467633637685,-0.12650266904054136,0.31457186437420015,0.09221311475409837,0.3437896331075176,-0.016064477870747853,0.05707646520697217,-0.010441910615986105,0.03709970238453191,-82.23567732361363,push,-60.181290248933564,-173352.80779817753,74.59333235307354,157242.74460027902
tariff_8,LOW,tariff_14,2,unseen_target,0,457,2871.4620672999463,1.090130679182031,1.1848646585695874,0.09221311475409837,0.8212257913484228,0.13843486706458918,0.24518600078665292,0.08998266359198298,0.1593709005113244,254.38180521899108,call,317.01256348121416,116252.48498507892,337.25931768890763,154127.5081838308
tariff_8,LOW,tariff_19,3,unseen_target,0,457,2871.4620672999463,1.0640717634704004,1.1913968344624926,0.09221311475409837,0.8141061100849152,0.135125665148454,0.244498132907292,0.0878316823464951,0.1589237863897398,248.20534416509904,digital_ads,307.806988523591,113429.84228345026,332.4411104373502,151925.58746986903
tariff_13,LOW,tariff_9,2,history_sparse,8,251,3013.6298143269096,1.3479073062809186,0.44986787008171497,0.19519691583110574,0.9986332960885359,0.2981396855237434,0.22764543559080197,0.19379079559043325,0.14796953313402128,580.0137193334614,call,918.1791741540826,145583.4435526988,600.2857361643552,150671.71977725314
tariff_10,HIGH,tariff_19,3,unseen_target,0,2950,8200.215742682512,-0.18160648431842488,0.23386407171044962,0.09221311475409837,0.21871298882784102,-0.023062069525052357,0.04636235404601125,-0.014990345191284034,0.030135530129907315,-126.92406462581243,push,-94.55697278908647,-374425.9906461467,47.84883589818094,141154.06589963377
tariff_11,HIGH,tariff_12,1,history,107,1633,8680.776486754607,-0.013616005429938858,0.15714420325386652,0.20983033323935604,0.46547622574813413,-0.0032374628719777036,0.0425045218458954,-0.002104350866785507,0.02762793919983201,-22.267399524273305,push,-14.051845787902543,-36362.66342313831,84.95750895434536,138735.61212244598
tariff_14,LOW,tariff_8,2,history_sparse,9,231,3125.4904868456388,1.3306756343450623,0.4375345927334382,0.17415518032752075,0.9988222199977225,0.26260041749504903,0.20035291479106082,0.1706902713717819,0.13022939461418953,529.4908193696048,call,824.9061280669627,122312.3792743787,547.988161177884,126585.2652320912
tariff_11,MID,tariff_8,1,history,103,464,4437.50935470702,0.179023262234467,0.17279683022572542,0.40751522122240624,0.8499066854647848,0.08266851033671734,0.10102399846340092,0.05373453171886627,0.0656655990012106,234.44748717327016,digital_ads,289.8159447650456,108783.63404839736,269.1931218836154,124905.60855399755
tariff_4,LOW,tariff_10,2,history_sparse,17,299,2868.1042776811673,1.0356218824163854,0.36602725899451005,0.17234472329206318,0.9976679199619956,0.20224883083161668,0.14998665820942123,0.13146174004055083,0.0974913278361238,373.04597896171344,call,536.0848842370095,111540.74770955232,384.8797404418163,115079.04239210307
tariff_11,LOW,tariff_14,2,unseen_target,0,387,2758.7539952296897,0.910975633664569,1.2300726314092771,0.09221311475409837,0.7705280126833769,0.11568410389115964,0.24139626842887604,0.07519466752925377,0.15690757447876943,203.44358946629706,digital_ads,249.27238622515767,78732.66912345696,293.1408828850468,113445.5216765131
tariff_11,LOW,tariff_19,3,unseen_target,0,387,2758.7539952296897,0.8849167179529381,1.2367045489508406,0.09221311475409837,0.7628635681268076,0.11237490197502442,0.24103094060082303,0.07304368628376588,0.15667011139053497,197.50956136164322,digital_ads,241.51250331907187,76436.20024695592,288.879974706848,111796.55021155017
tariff_10,LOW,tariff_14,2,unseen_target,0,370,2627.658292502123,1.0086965675831847,1.20532791520313,0.09221311475409837,0.7986657305502183,0.12809361107666667,0.2431894648800237,0.08326084719983334,0.1580731521720154,214.78105558539426,digital_ads,264.0983034578232,79468.99056659588,294.768978666727,109064.52210668898
tariff_10,LOW,tariff_19,3,unseen_target,0,370,2627.658292502123,0.9826376518715539,1.2119068175008376,0.09221311475409837,0.7912653261479408,0.12478440916053146,0.24264639925264392,0.08110986595434547,0.15772015951421856,209.1290118786715,digital_ads,256.7071693798011,77377.73439510845,290.5144951476576,107490.36320463332
tariff_12,LOW,tariff_11,2,history_sparse,6,363,2803.0359624000153,1.0432344683456096,0.48070323043168245,0.12805363115839025,0.9850051210981794,0.1513772585830036,0.14303391151242928,0.09839521807895235,0.09297204248307904,271.8053348034956,call,349.1790796372226,98665.3365336689,291.7979390929888,105922.65189075495
tariff_4,LOW,tariff_14,3,unseen_target,0,299,2868.1042776811673,1.1552779684611083,1.1686024535157606,0.09221311475409837,0.8385700507056006,0.1467078718549272,0.24710416036115865,0.0953601167057027,0.16061770423475313,269.50275864380126,call,344.9281698039407,80581.32483449658,349.1140682579477,104385.10640912635
tariff_13,LOW,tariff_12,3,no_history_for_cell,0,251,3013.6298143269096,1.5021872838721941,0.6499980461431535,0.09221311475409837,0.9895853484233157,0.19076162236347716,0.21341097079334193,0.12399505453626017,0.13871713101567226,369.67519317956476,call,529.8618951007348,92788.47348807075,412.8813337963556,103633.21478288525
tariff_12,LOW,tariff_14,3,unseen_target,0,363,2803.0359624000153,0.7481074104668761,1.2717403174927107,0.09221311475409837,0.72181937715821,0.09500159191531458,0.23990387310697642,0.06175103474495449,0.15593751751953466,169.0903711055203,digital_ads,204.3489468302957,61379.80471130386,271.8097678247835,98666.9457203964
tariff_14,MID,tariff_19,1,unseen_target,0,755,4882.14572894803,0.18224450359134356,0.3466716443029843,0.09221311475409837,0.7004508865116623,0.023143091107985347,0.06446455611552386,0.015043009220190477,0.04190196147509051,69.44216321487878,digital_ads,74.03975189637993,52428.833227233474,120.99064771312123,91347.93902340654
tariff_14,HIGH,tariff_8,1,history,35,963,7901.929898789556,-0.1269842425923744,0.16524303564039777,0.497132671969665,0.22110413474375612,-0.0715334134693349,0.11315845572379414,-0.04649671875506768,0.0735529962204662,-371.4138121262784,push,-282.6260093279065,-357671.5010776061,91.95867020020037,88556.19940279296
tariff_14,MID,tariff_20,2,unseen_target,0,755,4882.14572894803,0.1596691251014081,0.34711159040396733,0.09221311475409837,0.6772396083882279,0.020276260938108852,0.0636665024620796,0.013179569609770755,0.04138322660035174,60.34457947971555,digital_ads,62.142911627320316,45560.15750718524,114.34286338224037,86328.86185359147
tariff_14,MID,tariff_18,3,unseen_target,0,755,4882.14572894803,0.1391460537469213,0.3475122993605815,0.09221311475409837,0.6555712937733562,0.01767005169276658,0.06303394095831415,0.011485533600298279,0.0409720616229042,52.07404881138534,sms,52.07404881138534,39315.90685259593,108.5270175626186,81937.89825977704
tariff_14,LOW,tariff_19,3,unseen_target,0,231,3125.4904868456388,0.9875236985674847,1.2106721651669639,0.09221311475409837,0.7926590302811457,0.1254048845198068,0.2427446516507158,0.08151317493787444,0.15778402357296528,250.7686528209109,digital_ads,311.15900753503723,57927.55880163042,347.02525854476494,80162.8347238407
tariff_10,MID,tariff_14,3,unseen_target,0,645,4656.899453139401,0.20892449635217633,0.34615283853068046,0.09221311475409837,0.7269323631420771,0.02653116312693029,0.06554055105021765,0.01724525603250469,0.04260135818264148,76.30942338702005,digital_ads,83.0200151984108,49219.57808462793,123.0846900445791,79389.62507875352
tariff_11,HIGH,tariff_10,2,history,110,1633,8680.776486754607,-0.12090260705324246,0.15637971653075206,0.25498286514739765,0.2197212921439764,-0.03493280606417831,0.05466163575692565,-0.022706323941715904,0.03553006324200167,-201.10852297388058,push,-151.6219407491389,-328410.218016347,47.759049765651405,77990.52826730875
tariff_11,MID,tariff_12,2,history,62,464,4437.50935470702,0.17620368770842845,0.18331877816510012,0.2385133831600986,0.8317710081966437,0.04762275941993358,0.06218053062440606,0.03095479362295683,0.04041734490586394,133.36218627489615,digital_ads,157.62747435947955,61880.05443155181,157.14948810260688,72917.3624796096
tariff_11,HIGH,tariff_8,3,history,213,1633,8680.776486754607,-0.21617911530366193,0.15376749399167836,0.3985158033970703,0.07987942585870567,-0.09762163873957438,0.09456807200219537,-0.06345406518072334,0.06146924680142699,-554.8305570098174,push,-423.715813084475,-906038.2995970319,41.18982198923929,67262.97930842776
tariff_13,HIGH,tariff_14,1,unseen_target,0,516,7195.254212762036,-0.07279388706083215,0.40777557368933987,0.09221311475409837,0.4291594342341493,-0.009244040435539667,0.07184707264197662,-0.0060086262831007846,0.046700597217284805,-47.233593576393616,push,-33.2566104433797,-24372.534285419108,111.7590592028597,57667.674548675604
tariff_13,HIGH,tariff_8,2,history,33,516,7195.254212762036,-0.04038905543323831,0.16582468722478252,0.3694231840462579,0.4037839495821723,-0.016907315385548825,0.08006275467071158,-0.010989755000606736,0.05204079053596253,-83.07408096533827,push,-60.82621612718329,-42866.225778114545,111.50696733454133,57537.59514462332
tariff_13,HIGH,tariff_19,3,unseen_target,0,516,7195.254212762036,-0.08395415344622624,0.3877193496386118,0.09221311475409837,0.41428603236087236,-0.010661274188310196,0.06855179951128425,-0.006929828222401628,0.04455866968233476,-53.86187571095257,push,-38.355289008425046,-27792.727866851525,102.7750426351723,53031.921999748905
tariff_14,HIGH,tariff_19,2,unseen_target,0,963,7901.929898789556,-0.17951393437116345,0.2364619667038504,0.09221311475409837,0.223876569090179,-0.02279633819640788,0.04664666770401615,-0.014817619827665123,0.030320334007610496,-121.08779314512398,push,-90.06753318855691,-116607.54479875439,46.9921317238344,45253.42285005253
tariff_14,HIGH,tariff_20,3,unseen_target,0,963,7901.929898789556,-0.18718661751112192,0.22718116494931326,0.09221311475409837,0.2049831130784217,-0.023770686401437622,0.045661673964901096,-0.015450946160934455,0.029680088077185713,-126.09229343367568,push,-93.91714879513513,-121426.87857662968,43.72378046561235,42106.00058838469
tariff_11,MID,tariff_14,3,unseen_target,0,464,4437.50935470702,0.08578606822525553,0.3485575026985908,0.09221311475409837,0.5972043251053823,0.010893907654876665,0.061822415027921726,0.007081039975669833,0.040184569768149124,27.422181133089254,sms,27.422181133089254,12723.892045753413,85.68975979012144,39760.04854261635
tariff_12,HIGH,tariff_11,1,history,82,567,9250.082983913298,-0.0819141735147251,0.1582618591177436,0.2504161435003742,0.302373463659628,-0.023243856572756225,0.052572041190373016,-0.015108506772291546,0.03417182677374246,-143.75494140671285,push,-107.50380108208681,-81509.05177760619,67.04590248174962,38015.026707152036
tariff_12,HIGH,tariff_2,2,unseen_target,0,567,9250.082983913298,-0.37691114606282206,0.3165140975360427,0.09221311475409837,0.11686223424920844,-0.04786366019853667,0.07153762315323808,-0.031111379129048836,0.04649945504960475,-291.78283868768995,push,-221.37141437514612,-165440.8695359202,63.73859077671456,36139.78097039716
tariff_12,HIGH,tariff_15,3,unseen_target,0,567,9250.082983913298,-0.3706334962210379,0.30628214505130036,0.09221311475409837,0.1131193393088763,-0.04706646621260325,0.06967710614199807,-0.030593203038192116,0.04529011899229875,-286.98966684698553,push,-217.68435911306574,-162723.1411022408,61.3884556498161,34807.25435344573
tariff_12,MID,tariff_10,2,history,22,342,4394.912006229608,0.14066181075287834,0.21172002312271132,0.15339436729603775,0.7467753193952648,0.02444963761341298,0.04462534319923061,0.015892264448718437,0.029006473079499898,65.84510383184862,digital_ads,69.33590501087896,22519.02551049223,90.41712081205695,30922.65531772348
tariff_12,MID,tariff_14,3,unseen_target,0,342,4394.912006229608,-0.11944464531961246,0.3526220428833082,0.09221311475409837,0.36740552159074036,-0.015168184798546041,0.06331695731061232,-0.009859320119054929,0.04115602225189801,-47.33084436449563,push,-33.33141874191971,-16187.148772657507,50.95059887828162,17425.104816372314
tariff_5,HIGH,tariff_10,1,history,32,109,6790.0923083882635,-0.022688770546734502,0.16666656161191193,0.30839174809342584,0.44585818505166575,-0.007928673279765258,0.06700002420947652,-0.005153637631847418,0.04355001573615974,-38.99367524422746,push,-26.918211726328813,-4250.310601620793,99.49801503475064,10845.28363878782
tariff_5,HIGH,tariff_14,2,unseen_target,0,109,6790.0923083882635,-0.13557038547867412,0.29990716518241944,0.09221311475409837,0.32561966228000827,-0.017215980294873912,0.05492257160137011,-0.011190387191668044,0.03569967154089057,-79.98376199803172,push,-58.44904769079363,-8718.230057785458,61.93044081818605,6750.418049182279
tariff_5,HIGH,tariff_19,3,unseen_target,0,109,6790.0923083882635,-0.14673065186406822,0.28246734838919507,0.09221311475409837,0.3017197986755728,-0.018633214047644443,0.05245396181312356,-0.01211158913096889,0.03409507517853032,-86.23880820055075,push,-63.260621692731334,-9400.030093860032,55.57406203773221,6057.572762112811
